,year,IAM_region,powertrain,size,vintage_year,vintage_demand_vkm
263201,2050,MEA,PHEV-p,Small,2048,4645
263202,2050,MEA,PHEV-p,Small,2049,4884
263247,2055,MEA,PHEV-p,Small,2040,1026
263248,2055,MEA,PHEV-p,Small,2041,2876
263249,2055,MEA,PHEV-p,Small,2042,4280
263250,2055,MEA,PHEV-p,Small,2043,4929
263251,2055,MEA,PHEV-p,Small,2044,5075
263252,2055,MEA,PHEV-p,Small,2045,4798
263253,2055,MEA,PHEV-p,Small,2046,4377
263254,2055,MEA,PHEV-p,Small,2047,4135
263255,2055,MEA,PHEV-p,Small,2048,4481
263256,2055,MEA,PHEV-p,Small,2049,4796
263257,2055,MEA,PHEV-p,Small,2050,5051
263258,2055,MEA,PHEV-p,Small,2051,6572
263259,2055,MEA,PHEV-p,Small,2052,6724
263260,2055,MEA,PHEV-p,Small,2053,6821
263261,2055,MEA,PHEV-p,Small,2054,6833
263311,2060,MEA,PHEV-p,Small,2045,725
263312,2060,MEA,PHEV-p,Small,2046,1678
263313,2060,MEA,PHEV-p,Small,2047,2283
263314,2060,MEA,PHEV-p,Small,2048,3040
263315,2060,MEA,PHEV-p,Small,2049,3711
263316,2060,MEA,PHEV-p,Small,2050,4273
263317,2060,MEA,PHEV-p,Small,2051,5912
263318,2060,MEA,PHEV-p,Small,2052,6309
263319,2060,MEA,PHEV-p,Small,2053,6581
263320,2060,MEA,PHEV-p,Small,2054,6710
263321,2060,MEA,PHEV-p,Small,2055,6718
263322,2060,MEA,PHEV-p,Small,2056,5984
263323,2060,MEA,PHEV-p,Small,2057,5791
263324,2060,MEA,PHEV-p,Small,2058,5502
263325,2060,MEA,PHEV-p,Small,2059,5205
263682,2015,NEU,BEV,Large,1996,2
263683,2015,NEU,BEV,Large,1997,1
263684,2015,NEU,BEV,Large,1998,1
263685,2015,NEU,BEV,Large,1999,1
263686,2015,NEU,BEV,Large,2000,1
263687,2015,NEU,BEV,Large,2001,2
263688,2015,NEU,BEV,Large,2002,2
263689,2015,NEU,BEV,Large,2003,2
263690,2015,NEU,BEV,Large,2004,2
263691,2015,NEU,BEV,Large,2005,2
263692,2015,NEU,BEV,Large,2006,4
263693,2015,NEU,BEV,Large,2007,4
263694,2015,NEU,BEV,Large,2008,4
263695,2015,NEU,BEV,Large,2009,6
263696,2015,NEU,BEV,Large,2010,6
263697,2015,NEU,BEV,Large,2011,5
263698,2015,NEU,BEV,Large,2012,7
263699,2015,NEU,BEV,Large,2013,8
263700,2015,NEU,BEV,Large,2014,10
